SN,Yr_disclosure,Regions,Codes,Number_of_StudR,Number_of_StudE,Student_participation_rates_to_ODC,Number_of_student_participating_ODC,Employed_students_to_CEA,Number_of_Departments_participating_ODC,Number_of_CEA,Difference_of_lecture_sizeclass,sizeclass_equal_under30,sizeclass_over30,ShannonD_for_lecture_credits,ShannonD_for_major_credits,Evenness_for_major_credits,Number_of_students_for_major_credits,ShannonD_for_liberal_credits,Evenness_for_liberal_credits,Number_of_students_for_liberal_credits,Number_of_capstone_students,Capstone_funds,TPTC_per_1K,TPTC,Number_of_volunteer_CL/PG_per_1K,Number_of_volunteer_CL/PG_students,Number_of_volunteer_CL/PG,Rates_of_volunteer_CL/PG_students_to_total_students,Library_literature_per_student,Library_spenditure_per_student,Number_of_StudE_per_faculty,Number_of_StudR_per_faculty,Number_of_entrepreneurship_CL_students,Number_of_entrepreneurship_PG_students,Number_of_entrepreneurship_CLPG_totalstudents,Number_of_entrepreneurship_faculty,entrepreneurship_funds(college),entrepreneurship_funds(business),startup_funds,fund_per_ntrepreneurship_student,startup_supporting_fund,Rates_of_faculty(StudE),Rates_of_faculty(StudR),Faculty_book_publications,factulty_paper_publications,Land_rates(StudE),Land_rates(StudR),Building_rates(StudE),Building_rates(StudR),Total_funds_of_financial_supports,Number_of_financial_support_projects,Total_GF,Number_of_GF_projects,Total_LGF,Number_of_LGF_projects,Financial_supports_per_StudE,Income_of_CIC,total_income_of_CIC,Educational_supports_fee_per_StudE,total_educational_support_fee,total_scholarship_outside,national_scholarship,total_scholarship_inside,disaster_scholaship,total_scholarship,scholarship_per_StudE,Registered_faculty_class_credits,Contract_based_faculty_class credits,Registered_faculty_credit_ratio,Contract_based_faculty_credit_ratio,Total_credits,Average_graduated_scores,Average_graduated_scores_100,Graduate_ShannonD,Graduate_evenness,Number_of_graduates,Number_of_employed,Number_of_exceptions_employment,Freelance,Founders,Industry_faculty_hired,Industry_faculty_designated,Industry_faculty_contract,Industry_faculty_career_less5yr,Industry_faculty_career_over5yr,Ind_facult_over_to_under,Industry_faculty_per_1K,Over5yr_ratio_per_1K,Safety_faculty_ratio,Safety_manage_budget_SCI,Safety_manage_budget_spenditure,Employment_rates
37,2019,08_Gwangju,C041,3279,3217,0,0,0,0,0,0.798,944,753,2.007,2.006,0.913,45464,2.007,0.914,7818,406,34869290,61.237,197,1.554,581,5,0.181,49.5,20682.9,38.58,37.85,1386,124,1510,1,10000000,30000000,40000000,26490.066,40000000,54.84,55.56,0.111,0.16,80.3,79.7,159.1,157.9,2126482600,11,1507486000,3,618996600,8,661014.175,401777914,2687849533,8720571.8,29397047537,8669832636,8581632636,1765845330,0,10435677966,3254031.2,1745,2271,0.435,0.565,4016,3.34,85.1,1.719,0.827,1160,720,149,0,19,7,4,0,0.259,0.741,285.714,3.419,88.814,33.333,8015070,44.282,71.2
38,2019,08_Gwangju,C042,4254,5122,4.33,222,62,8,53,0.667,1507,1005,2.012,2.006,0.913,51126,2.018,0.919,9318,933,75972190,65.99,338,2.733,458,14,0.089,19.2,21640.5,32.23,38.8,927,193,1120,2,3600000,37478840,41078840,36677.536,0,64.39,54.1,0.061,0.082,131.4,129.8,131.1,129.4,5721309000,16,5131449000,11,589860000,5,1117006.833,95945500,5974963353,9170678.5,47494943787,12785874164,12743642084,3046116689,0,15831990853,3168299.2,2872.2,3724.6,0.435,0.565,6596.8,3.35,85.29,1.705,0.776,1996,1257,211,0,15,0,0,0,0.514,0.486,94.444,0,18.439,50,20006700,52.246,75.9
39,2019,08_Gwangju,C044,556,769,0,0,0,0,0,1.676,136,228,1.84,1.86,0.847,11471,1.819,0.875,2794,0,0,0,0,1.3,192,1,0.25,41.3,21878.8,25.27,34.95,785,0,785,2,0,1200000,1200000,1528.662,1200000,78.57,56.41,0.038,0.638,396,286.3,116.3,84.1,1908000000,1,1908000000,1,0,0,2481144.343,9687112,1927374827,10613701.6,8395437943,1755017810,1740099810,672520440,0,2427538250,3068948.5,463.7,212.1,0.686,0.314,675.8,3.31,85.09,1.42,0.73,200,172,0,0,0,0,0,0,0.167,0.833,500,0,650.195,0,656530,8.639,85
40,2019,08_Gwangju,C045,3001,3344,5.17,173,49,6,59,0.531,1334,708,1.931,1.913,0.871,44919,1.948,0.887,7196,563,89952888,54.725,183,0.897,434,3,0.13,33.3,21912.2,30.94,34.47,771,196,967,1,20015770,45283114,65298884,67527.284,65298884,65.54,58.79,0.093,0.321,235.9,226.9,150.4,144.7,4756670000,16,4661670000,13,95000000,3,1422449.163,307545623,5103452513,9679933.1,32698814121,8221963570,8201913400,3258334660,0,11480298230,3519404.7,2463.3,2575.8,0.489,0.511,5039.1,3.46,88.12,1.655,0.796,1492,852,199,43,15,3,0,0,0.643,0.357,55.556,0.897,16.614,50,18638630,99.015,66.9
41,2019,09_Kyunggi,C046,3456,3984,1.46,58,19,1,49,0.431,1668,719,1.992,2,0.91,42637,1.984,0.903,14801,810,85928244,177.711,708,0.502,47,2,0.012,33.4,30566.5,31.71,36.55,2273,189,2462,1,30720000,49799000,80519000,32704.712,80519000,64.12,55.33,0.021,0.029,87.1,86.3,117.2,116.2,6263265753,44,4892469602,32,1370796151,12,1572104.858,1649816586,8467250875,11272535.5,44954871467,8819856200,8442392280,3538510710,0,12358366910,3203309.2,3126,3248,0.49,0.51,6374,3.31,84.16,1.661,0.756,1651,1157,154,4,14,14,4,0,0.188,0.813,433.333,4.518,108.768,33.333,19606410,56.018,76.1
42,2019,09_Kyunggi,C047,3648,4336,5.51,239,82,12,77,0.346,2092,724,1.98,1.952,0.889,51148,2.007,0.914,15241,1197,47114490,123.155,534,0.461,1368,2,0.315,35.8,37511.5,28.95,34.41,1001,150,1151,1,26100000,0,26100000,22675.934,26100000,73.26,62.07,0.055,0.246,131.7,127.4,158.3,153.2,1509369130,19,219505580,5,1289863550,14,348101.737,392901798,2658514203,10786101.8,46272376831,12899194090,12537564350,4400450510,0,17299644600,4150586.5,3600,3115,0.536,0.464,6715,3.29,83.64,1.688,0.768,1766,1138,285,37,15,2,2,0,0.237,0.763,322.222,0.923,74.313,50,9276000,44.171,67.9
43,2019,09_Kyunggi,C048,5283,6565,7.52,494,139,5,42,0.804,1768,1422,1.855,1.842,0.838,71873,1.868,0.85,10909,738,41010015,125.514,824,0.609,374,4,0.057,16.4,21650.7,30.36,37.73,2079,393,2472,2,31650000,5200000,36850000,14906.958,31650000,69.88,56.31,0.11,0.127,273.5,237.2,206.1,178.7,11835164000,18,2523175000,8,9311989000,10,1802766.794,377065564,11634939175,10546106.2,70142152221,19617980755,19473670415,6608120059,0,26226100814,4072375.9,4290,3323.5,0.563,0.437,7613.5,3.58,87.81,1.62,0.737,2405,1523,284,81,9,1,0,0,0.3,0.7,233.333,0.152,35.542,50,14234240,59.014,78.2
44,2019,09_Kyunggi,C049,2544,2892,0,0,0,0,0,0.688,770,530,1.998,1.931,0.879,28137,2.066,0.94,6555,730,84526012,73.651,213,0.692,70,2,0.024,43.3,48483.4,28.91,32.86,630,304,934,3,24600000,232000000,256600000,274732.334,255600000,68.75,60.69,0.041,0.049,134.3,119.6,142.3,126.7,3797594300,10,3698000000,5,99594300,5,1313137.725,826124750,4759271256,11505209.2,33123497386,6619944620,6463370700,3344786550,0,9964731170,3592188.6,1726,2511,0.407,0.593,4237,3.32,87.24,1.55,0.797,1125,505,115,7,13,4,1,0,0.533,0.467,87.5,1.729,30.256,0,0,0,56.7
45,2019,09_Kyunggi,C050,3824,3889,0,0,0,0,0,0.828,1239,1026,1.933,1.92,0.874,40414,1.945,0.885,10667,928,39000000,34.97,136,0.514,9,2,0.002,31.6,20562.8,36.42,37.04,3772,112,3884,0,0,0,0,0,25266300,58.99,57.69,0.01,0.059,162.2,176.1,134.3,145.8,1597706560,22,979320000,6,618386560,16,410827.092,296320399,1162472763,9318096.8,36293986904,9253212710,9196713470,3640524935,0,12893737645,3443840.2,2560,2613,0.495,0.505,5173,3.51,89.15,1.585,0.762,1749,1033,180,66,16,0,0,0,0.308,0.692,225,0,57.855,50,13028980,100,67.6
46,2019,09_Kyunggi,C051,3047,3423,0,0,0,0,0,0.69,1053,727,2.043,2.021,0.92,38295,2.066,0.94,8048,0,0,115.396,395,0.876,481,3,0.141,32.9,28907.3,34.24,38.46,964,262,1226,4,16764000,10000000,26764000,21830.343,16764000,63.12,57.05,0.014,0.237,314.7,297.3,127,120,2276169175,25,1101148956,13,1175020219,12,664963.241,420746360,2175454018,9483751.6,33269000518,8364774720,7987131420,3179213720,0,11543988440,3444938.4,2615,2335,0.528,0.472,4950,3.14,81.25,1.933,0.88,1275,671,138,36,9,16,0,0,0.118,0.882,750,4.674,219.106,33.333,7399230,49.328,66.5
47,2019,09_Kyunggi,C052,176,406,0,0,0,0,0,0.328,174,57,1.749,1.737,0.79,4395,1.762,0.802,1972,227,3270000,497.537,202,7.389,65,3,0.16,95.8,60794.1,14.67,33.83,455,243,698,2,11879100,0,11879100,17018.768,11879100,150,70.59,0.083,0.354,3064.7,3064.7,511.7,763.8,17280000,1,17280000,1,0,0,42561.576,1395459578,2369346470,21964706.4,9620541402,544942020,495501280,319902760,0,864844780,2006600.4,335,180,0.65,0.35,515,3.4,84.07,1.3,0.808,158,208,1,0,0,5,5,0,0,0,0,24.631,0,0,0,0,95.7
48,2019,09_Kyunggi,C053,5710,6686,6.01,402,256,22,213,1.157,1408,1629,1.97,1.942,0.884,70463,1.998,0.91,18660,1139,41453134,125.037,836,1.197,143,8,0.021,28.8,24617.7,35.69,41.79,4453,2486,6939,2,17487746,140119838,157607584,22713.299,157607584,58.61,50.16,0.017,0.078,104.3,103.7,106.4,105.7,8717567650,30,6614297000,15,2103270650,15,1303853.971,762125665,9997954770,10599785.7,69947985614,16094271440,15853841520,6530873470,0,22625144910,3507774.4,3582,4697,0.433,0.567,8279,3.14,85.46,1.625,0.835,2302,1547,193,1,16,5,0,0,0.244,0.756,309.091,0.748,46.23,33.333,19895806,70.954,76.5
49,2019,09_Kyunggi,C054,4153,4677,0,0,0,0,0,0.495,1813,898,1.846,1.855,0.844,66265,1.837,0.836,8926,2616,37316853,18.602,87,2.566,462,12,0.099,30.6,22175.6,34.9,39.3,1887,523,2410,2,500000,0,500000,207.469,58607720,60.1,53.13,0.073,0.23,64.7,59.7,138,127.2,7381178000,14,4509717000,5,2871461000,9,1578186.444,215393321,7416592249,9760510.6,46508833015,11167514348,10937417021,4519669470,0,15687183818,3326374.9,3057,3091,0.497,0.503,6148,3.34,84.07,1.674,0.762,1681,1253,76,0,8,0,1,0,0.391,0.609,155.556,0.214,33.26,33.333,12806480,30.638,75.6
50,2019,09_Kyunggi,C055,5538,5953,3.81,227,102,9,109,0.943,1660,1566,2.027,2.016,0.917,67439,2.039,0.928,15884,614,40988398,175.542,1045,1.344,608,8,0.102,39,25541.5,34.19,36.75,1925,296,2221,1,24649990,0,24649990,11098.6,24649990,60.67,56.45,0.073,0.152,85.5,87.5,109.3,111.7,4373961000,21,2601234000,13,1772727000,8,734749.034,372394687,4103691381,9832540.3,56232298085,12850310120,12542355940,5751742490,0,18602052610,3314692.2,4564,3561,0.562,0.438,8125,3.22,83.17,1.774,0.807,2212,1352,194,63,10,18,0,0,0.156,0.844,540,3.024,90.711,0,13739620,63.171,68.1
51,2019,09_Kyunggi,C056,2469,3072,0,0,0,0,0,0.389,1412,549,1.86,1.759,0.8,26929,1.96,0.892,10451,718,107717443,89.844,276,0.651,278,2,0.09,32.8,32270.7,30.86,38.4,2315,184,2499,1,311280,132892540,133203820,53302.849,133203820,64.52,51.95,0.038,0.199,2633.4,2116.5,156.5,125.7,5618336000,7,5538686000,3,79650000,4,1828885.417,633141388,6385969690,12240237.6,36794154174,7745713570,7624042670,2639290521,0,10385004091,3551643,1654.8,2805.2,0.371,0.629,4460,3.39,85.11,1.546,0.744,997,674,95,33,9,10,3,0,0.292,0.708,242.857,4.232,79.055,0,0,0,65.2
52,2019,09_Kyunggi,C057,3356,3663,0,0,0,0,0,0.401,1500,602,1.965,1.945,0.885,43440,1.985,0.903,8101,867,36071596,171.171,627,1.092,936,4,0.256,35,30136.3,35.33,38.56,3114,234,3348,2,10440000,0,10440000,3118.28,51399710,61.29,56.21,0.017,0.104,273.5,282.5,143.3,148,5175073560,9,4635906000,5,539167560,4,1412796.495,348006646,5269379397,10921166.7,40091603006,10179803190,10046776590,3237939840,0,13417743030,3862332.5,2584,2722,0.487,0.513,5306,3.41,84.4,1.657,0.797,1466,988,158,7,12,6,0,0,0.143,0.857,600,1.638,163.8,33.333,3385890,74.252,71.9
53,2019,09_Kyunggi,C058,4982,4991,3.57,178,29,4,47,0.499,1802,899,1.954,1.939,0.882,62914,1.968,0.896,8291,966,77957982,75.135,375,2.204,4522,11,0.906,24,20776.9,31.94,31.99,970,281,1251,1,27000000,0,27000000,21582.734,27000000,63.67,63.67,0.183,0.072,321.8,338.9,135.7,142.9,6990654767,12,1437669337,8,5552985430,4,1400652.127,519900579,19136969968,10907409.9,59870772788,12595510644,12346522724,4455796300,0,17051306944,3216014.1,3870.5,3186.9,0.548,0.452,7057.4,3.32,84.16,1.509,0.776,2237,1659,183,0,20,9,16,0,0.2,0.8,400,5.009,80.144,50,41103040,60.357,73.7
54,2019,09_Kyunggi,C059,5342,7519,1.97,148,78,6,119,0.76,2367,1798,1.921,1.851,0.842,89517,1.99,0.906,14377,497,62240420,43.756,329,2.128,1681,16,0.224,38,32783.3,27.97,39.37,1530,259,1789,5,54420769,0,54420769,30419.658,54420769,76.4,54.42,0.065,0.151,158.6,147.5,185.8,172.9,7086686739,26,3322188419,14,3764498320,12,942503.889,429294786,7193956857,10495250.7,80477582537,22195865405,22001745115,8602649100,0,30798514505,4108111.8,5449.7,5137.3,0.515,0.485,10587,3.38,85.36,1.633,0.743,3118,2083,293,22,24,18,2,0,0.319,0.681,213.333,2.66,28.373,25,20275287,85.452,71.4
55,2019,09_Kyunggi,C060,1890,3129,0,0,0,0,0,0.284,1983,563,1.913,1.868,0.85,35785,1.959,0.891,9102,28,2376841,102.269,320,1.278,64,4,0.02,33.6,62720.1,21.24,35.16,673,31,704,1,23400000,144300000,167700000,238210.227,68700000,93.68,56.69,0.113,0.07,475.5,287.2,185.6,112.1,2009539000,16,1719620000,7,289919000,9,642230.425,301949723,2160848097,10139846.4,31169887819,6792129226,6615988226,3608575907,0,10400705133,3433709.2,1964.1,4082.7,0.325,0.675,6046.8,3.32,83.8,1.663,0.757,976,561,109,0,26,8,3,0,0.361,0.639,176.923,3.516,56.543,0,0,0,64.7
56,2019,09_Kyunggi,C061,3205,4908,4.69,230,17,6,42,0.422,2022,853,1.94,1.874,0.853,55259,2.006,0.913,9702,171,14900251,86.186,423,1.63,339,8,0.069,16.9,21672.2,26.06,39.9,1838,159,1997,3,0,9690000,9690000,4852.278,0,82.55,54.91,0.173,0.071,138,131,150.9,143.2,3661438248,42,1157907078,13,2503531170,29,746014.313,578764536,2478885572,8778867.7,43174471555,13647797410,13583493680,5194484140,0,18842281550,4038208.6,3710,4019,0.48,0.52,7729,3.51,86.96,1.632,0.743,1926,1288,156,33,27,1,4,0,0.111,0.889,800,1.019,162.999,50,18479220,31.058,71.1
57,2019,09_Kyunggi,C062,5700,6256,1.31,82,61,6,64,0.941,1713,1612,2.01,1.971,0.897,82972,2.049,0.933,22441,1111,46633200,137.788,862,1.598,119,10,0.019,34.3,23111.1,38.51,42.27,2038,143,2181,1,0,0,0,0,0,55.85,50.68,0.195,0.107,165.8,153.5,129.7,120,528715818,9,528715818,9,0,0,84513.398,1372330076,3678965933,8067782.2,51835500780,13472889224,13292430224,5647585500,0,19120474724,3161454.2,3903,3247,0.546,0.454,7150,3.22,82.15,1.678,0.807,2495,1497,150,6,13,3,10,0,0.587,0.413,70.37,2.078,11.248,33.333,40722920,100,66.7
58,2019,09_Kyunggi,C063,4234,4262,0.63,27,26,4,4,1.341,966,1295,1.912,1.918,0.873,55553,1.907,0.868,8986,866,68441065,31.206,133,1.173,3717,5,0.872,39.2,30548.7,36.5,36.74,911,459,1370,2,37917728,0,37917728,27677.174,37917728,57.14,56.59,0.1,0.252,64.2,64.6,102,103.4,1531637500,21,688252000,6,843385500,15,359370.601,408016259,1503282798,10995851.3,47732990381,10381976774,10295718774,4577065920,0,14959042694,3528076.1,2705,2648,0.505,0.495,5353,3.28,83.97,1.623,0.739,1663,1103,98,91,4,5,0,1,0.294,0.706,240,1.408,56.312,33.333,17724040,100,71.5
59,2019,09_Kyunggi,C064,6135,6607,0,0,0,0,0,0.998,1622,1619,2.028,1.976,0.899,77675,2.08,0.947,11253,110,15552090,79.915,528,0.303,141,2,0.021,27.7,27039.3,37.18,40.04,3585,285,3870,0,22685000,50379710,73064710,18879.77,73064710,57.89,53.75,0.07,0.134,62.7,61.8,117.6,115.9,6368033890,23,5453665360,14,914368530,9,963831.374,989781168,6997985180,10607475,68609148029,16838510500,16475377000,6325801792,0,23164312292,3675708.1,4219.2,3874.8,0.521,0.479,8094,3.4,85.31,1.662,0.756,2425,1711,218,10,17,19,0,0,0.281,0.719,255.556,2.876,38.68,33.333,55487940,57.293,75.3
60,2019,09_Kyunggi,C065,3930,4124,1.89,78,37,1,12,1.531,855,1309,2.036,2.028,0.923,55346,2.043,0.93,12760,978,17736519,119.544,493,1.212,581,5,0.141,30.9,22262.1,32.21,33.8,1384,135,1519,2,11762000,112759319,124521319,81975.852,2961740,65.59,62.24,0.07,0.026,483.2,478.2,132.7,131.3,3390485050,14,2508188050,8,882297000,6,822135.075,648285797,4552754154,9571329.9,40840864864,9749960590,9502634790,3562305270,0,13312265860,3256425.1,3162,2002,0.612,0.388,5164,3.34,84.89,1.643,0.844,1767,1036,120,26,10,4,10,0,0.05,0.95,1900,3.395,460.718,33.333,25374580,80.132,65.6
61,2019,09_Kyunggi,C067,4072,4345,0.87,38,0,2,5,1.331,902,1201,1.926,1.922,0.875,53191,1.93,0.878,13474,373,36388341,51.554,224,5.063,379,22,0.087,42,30611.5,34.22,36.51,1189,152,1341,1,0,34044590,34044590,25387.465,30521760,62.3,58.33,0.059,0.216,147.7,142.5,131.5,126.9,4354212000,15,4287878000,9,66334000,6,1002120.138,1921373084,9389327983,11198328.2,49003884064,11220745620,10917779160,3763286780,0,14984032400,3514078.9,2629.7,2334.1,0.53,0.47,4963.8,3.43,84.27,1.701,0.818,1486,1122,110,0,4,8,10,0,0.074,0.926,1250,4.143,287.687,66.667,17593970,100,75.3
62,2019,09_Kyunggi,C068,5292,5610,0,0,0,0,0,0.355,2746,974,2.05,2.04,0.928,64417,2.06,0.938,13156,467,8000000,69.34,389,1.961,3301,11,0.588,34.8,21655.6,33.92,35.96,1084,274,1358,2,40800000,43334000,84134000,61954.345,40800000,60.47,57.14,0.039,0.024,225.6,232.5,104.3,107.5,1653060146,16,340631497,4,1312428649,12,294663.128,336928759,2012494281,9149865.5,49125627891,10248356214,10070862294,4633766770,0,14882122984,2880225.1,4459.7,4104.3,0.521,0.479,8564,3.18,82.81,1.759,0.8,1881,1308,226,10,8,9,2,0,0.333,0.667,200,1.961,35.651,50,44997100,77.715,72.7
63,2019,09_Kyunggi,C069,5688,5974,3.83,229,131,7,45,0.872,1628,1420,2.053,2.002,0.911,69325,2.104,0.957,10733,2039,191683316,134.751,805,2.678,943,16,0.158,33.9,31021.2,36.7,38.54,3229,376,3605,1,5466800,62722360,68189160,18915.162,68189160,59.16,56.16,0.02,0.081,102.1,103.8,144,146.5,7624797027,20,6410815000,8,1213982027,12,1276330.269,522955911,8136392348,10367338.6,60410482168,15239513850,14887301290,5792000000,0,21031513850,3715158.8,4373.6,3217.6,0.576,0.424,7591.2,3.19,85.07,1.732,0.833,2234,1432,191,5,11,0,0,0,0.175,0.825,470,0,78.674,33.333,42640790,91.589,71.5
64,2019,09_Kyunggi,C070,4664,4846,3.45,167,66,6,59,0.588,1672,983,2.077,2.073,0.943,51223,2.081,0.947,12472,1530,176552068,163.021,790,0.413,406,2,0.084,32.1,28241.7,34.81,36.16,2538,480,3018,3,49769550,0,49769550,16490.905,49769550,62.33,60.36,0.05,0.203,167,175.6,110.6,116.3,5786137750,99,3631277250,79,2154860500,20,1194002.837,751368290,6019109452,10011558.3,50278045891,9882692627,9810125780,4854565330,0,14737257957,3126937.8,3042,3245,0.484,0.516,6287,2.94,79.45,1.836,0.836,1944,1230,189,52,14,32,0,0,0.155,0.845,544.444,6.603,112.349,50,31762650,80.148,70.8
65,2019,09_Kyunggi,C071,3876,3896,0.69,27,6,3,6,0.405,1714,695,1.909,1.983,0.902,43063,1.835,0.835,16994,671,53489029,122.947,479,1.797,162,7,0.042,41,33603.1,35.24,35.42,1112,500,1612,2,42301494,116895598,159197092,98757.501,159197092,60.44,59.78,0.073,0.15,110.4,111.7,117.7,119,4103952600,18,3942482600,11,161470000,7,1053375.924,1143773797,5069596580,9953825.8,38292368021,8124309220,7941391220,2998376425,0,11122685645,3003695.8,3037.4,2605.6,0.538,0.462,5643,3.24,86.44,1.585,0.814,1508,892,117,27,11,8,19,0,0,1,0,6.93,0,0,14470860,82.221,68.8
66,2019,09_Kyunggi,C072,1797,1290,0,0,0,0,0,1.548,155,240,1.981,2,0.91,12199,1.963,0.893,4758,0,0,0,0,0,0,0,0,6.8,0,39.93,28.67,0,0,0,0,0,0,0,0,0,62.5,86.54,0.022,0.027,127.6,178.4,195.5,273.4,0,0,0,0,0,0,0,87985978,91487520,6626559.6,9866947177,937944001,901544001,1419472290,0,2357416291,1668376.7,989,222,0.817,0.183,1211,3.5,88.56,1.602,0.823,431,185,8,0,4,0,0,0,0,0,0,0,0,0,0,0,37.3
67,2019,09_Kyunggi,C073,4540,4844,9.43,457,88,26,170,1.047,1149,1203,1.94,1.891,0.861,53009,1.988,0.905,9829,1249,214199565,96.614,468,0.619,93,3,0.019,46.2,30594.6,35.19,37.55,3099,504,3603,2,0,70527244,70527244,19574.589,70527244,60,56.09,0.028,0.067,36.8,36.9,131.9,132.2,5656284340,12,5573784340,11,82500000,1,1167688.757,212767593,5602341634,10367907.6,47153243882,12023842465,11764170135,3800920404,0,15824762869,3568154,2800.5,3087,0.476,0.524,5887.5,3.32,83.47,1.614,0.776,1801,1402,108,62,14,14,0,0,0.116,0.884,760,2.89,156.895,50,8238670,71.25,72.1
68,2019,09_Kyunggi,C074,5584,5622,34.08,1916,10,14,26,0.444,2357,1046,2.061,2.028,0.923,68287,2.093,0.953,10767,127,12888356,52.472,295,0.534,340,3,0.06,33.6,34451.7,35.34,35.58,0,225,225,4,61143,0,61143,271.747,0,63.45,63.2,0.065,0.353,182.2,191.2,237.8,249.6,3017574727,28,684092900,10,2333481827,18,536743.993,100782151,2689502506,9350873.9,52636068955,13858395140,13777108140,6244573210,0,20102968350,3701522.4,3998,4710,0.459,0.541,8708,3.32,83.69,1.867,0.85,2311,1429,237,66,18,0,0,0,0.448,0.552,123.077,0,21.892,50,27314670,86.713,68.6
69,2019,09_Kyunggi,C075,3510,3731,1.37,51,1,3,3,0.268,1542,414,1.904,1.849,0.841,31121,1.959,0.892,9734,1484,103033467,0,0,0.536,205,2,0.055,56.2,29339.3,34.08,36.22,2597,195,2792,4,0,0,0,0,70818144,59.2,55.68,0.091,0.089,205.2,189.3,123,113.5,4226379000,14,3334629000,10,891750000,4,1132773.787,813571803,5400386476,10662699.4,38716261598,9665281810,9548805430,3680068832,0,13345350642,3773070.6,2262,3463,0.395,0.605,5725,3.16,82.5,1.609,0.732,1208,737,132,78,7,9,5,0,0.306,0.694,227.273,3.752,60.915,50,8648750,32.211,68.9
70,2019,09_Kyunggi,C076,1860,1877,7.57,142,37,6,8,0.371,817,303,1.999,1.978,0.9,19572,2.02,0.919,6095,319,31696290,134.79,253,2.664,880,5,0.469,45.6,48409.1,35.77,36.1,1566,162,1728,2,0,19989200,19989200,11567.824,19989200,65.82,64.2,0.098,0.07,556.9,566.7,228.5,232.5,2190657200,6,2160000000,1,30657200,5,1167105.594,14302578,2239669385,10583211.5,20637262494,5384188229,5265060666,1945593512,0,7329781741,3872045.3,1549,1286,0.546,0.454,2835,3.25,83.62,1.682,0.766,942,591,70,0,6,2,0,0,0.217,0.783,360,1.066,191.795,0,38249070,96.103,68.1
71,2019,09_Kyunggi,C077,633,679,13.7,93,3,4,20,0.015,610,9,1.967,1.868,0.85,6988,2.065,0.94,1411,143,7322400,0,0,2.946,59,2,0.087,71.8,107803.6,11.11,11.91,254,105,359,7,4346700,72215500,76562200,213265.181,76562200,190,178.13,0.018,0.144,1161.3,1196.4,610.8,629.3,844815900,11,755885000,8,88930900,3,1244206.038,918295350,1612201657,0,0,1478555700,1410208850,394799050,0,1873354750,2917998.1,1174,607,0.659,0.341,1781,3.46,86.6,1.629,0.837,211,109,26,0,1,0,3,0,0.75,0.25,33.333,4.418,49.092,0,4957000,41.308,66.7
72,2019,10_Gangwon,C078,2692,2795,0,0,0,0,0,0.771,783,604,1.962,1.981,0.902,40304,1.943,0.885,5929,131,6109470,61.896,173,1.431,447,4,0.16,32.5,22430.2,30.59,31.76,385,80,465,1,24100000,0,24100000,51827.957,26100000,67.69,64.71,0.218,0.051,173.6,161.4,163.4,151.9,180500000,6,130500000,3,50000000,3,64579.606,165683003,309225889,9422542,26741174317,8334282524,8130494984,2521015220,0,10855297744,3871361.5,1844.4,1367.9,0.574,0.426,3212.3,3.37,74.88,1.733,0.833,973,670,62,0,4,0,0,0,0,1,0,0,0,50,57063010,67.53,74.5
73,2019,10_Gangwon,C079,1186,1187,0,0,0,0,0,0.849,431,366,1.716,1.833,0.834,17800,1.6,0.769,2698,0,0,74.979,89,1.685,100,2,0.084,39.7,27184.1,43.93,43.96,417,135,552,1,0,3499760,3499760,6340.145,0,50.94,49.09,0.1,0.372,675.7,1763.5,210.5,274.7,756400000,8,114400000,2,642000000,6,637236.731,323909379,871285228,9472569,11063960569,3659102155,3407408005,842500708,0,4501602863,4037312,707.6,851.4,0.454,0.546,1559,3.53,86.84,1.507,0.725,404,316,64,0,14,1,0,0,0.25,0.75,300,0.842,252.738,0,3420400,68.408,70.9
74,2019,10_Gangwon,C080,710,619,10.5,65,8,5,26,0.282,330,93,1.963,1.917,0.873,8409,2.008,0.914,1027,196,9542530,192.246,119,30.695,949,19,1.533,81.8,51101,23.67,20.63,303,171,474,2,42785000,0,42785000,90263.713,2708670,93.75,100,0.033,0.173,2120.3,2222.9,400.8,420.2,2160453700,20,1420653700,11,739800000,9,3490232.149,404759601,2300958902,0,0,804422430,774164230,554551380,0,1358973810,2093950.4,388,600,0.393,0.607,988,3.26,84.69,1.716,0.882,295,164,78,0,4,0,12,2,0,0,0,22.617,0,0,12273010,64.348,62.6
75,2019,10_Gangwon,C083,976,1047,6.11,64,4,5,7,0.584,358,209,1.859,1.802,0.82,13305,1.916,0.872,3694,56,4070000,125.119,131,17.192,559,18,0.534,42.9,21661.6,33.66,36.1,1362,79,1441,1,0,0,0,0,0,65.91,61.7,0.128,0.189,400.7,940.3,293.5,344.4,411261000,9,196097000,2,215164000,7,392799.427,49312274,330624789,9166753.3,9698424965,3651663320,3069870310,668500000,0,4320163320,4223033.5,842.8,601.1,0.584,0.416,1443.9,3.51,86.19,1.424,0.795,436,234,62,0,14,0,0,0,0.333,0.667,200,0,191.022,0,2322000,36.281,63.2
